10 #m
5 #n
5 s5 2 2 0.0895641312273 0.0895641312273 0.0895641312273 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0 1 1 1.0
5 s5 3 3 0.563990203839 0.563990203839 0.563990203839 3 2 0 3 0 0.179128262455 3 1 0.656513958493 2 1 0 2 0 0 1 1 0.164357779052
5 s5 4 4 0.100493689385 0.100493689385 0.100493689385 3 2 0.118330961758 3 0 0 3 1 0 2 1 0 2 0 0 1 1 0.881669038242
6 s6 0 0 0.146875994652 0.146875994652 0.146875994652 3 2 0 3 0 0 3 1 0 2 1 0.483532011246 2 0 0 1 1 0.516467988754
6 s6 1 1 0.0234718416869 0.0234718416869 0.0234718416869 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0.0469436833739 1 1 0.953056316626
6 s6 2 2 0.0774374994125 0.0774374994125 0.0774374994125 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0 1 1 1.0
6 s6 3 3 0.602331569226 0.602331569226 0.602331569226 3 2 0 3 0 0.154874998825 3 1 0.722955823682 2 1 0 2 0 0 1 1 0.122169177493
6 s6 4 4 0.335653439873 0.335653439873 0.335653439873 3 2 0.676012140308 3 0 0 3 1 0 2 1 0 2 0 0 1 1 0.323987859692
7 s7 0 0 0.0367209742665 0.0367209742665 0.0367209742665 3 2 0 3 0 0 3 1 0 2 1 0.254845083807 2 0 0 1 1 0.745154916193
7 s7 1 1 0.0563031048506 0.0563031048506 0.0563031048506 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0.112606209701 1 1 0.887393790299
7 s7 2 2 0.0070909467511 0.0070909467511 0.0070909467511 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0 1 1 1.0
7 s7 3 3 0.45940891803 0.45940891803 0.45940891803 3 2 0 3 0 0 3 1 0.441488425175 2 1 0 2 0 0 1 1 0.558511574825
7 s7 4 4 0.220235102715 0.220235102715 0.220235102715 3 2 0.328882215474 3 0 0 3 1 0 2 1 0 2 0 0 1 1 0.671117784526
8 s8 0 0 0.0 0.0 0.0 3 2 0 3 0 0 3 1 0 2 1 0.241253297947 2 0 0 1 1 0.758746702053
8 s8 1 1 0.0 0.0 0.0 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0 1 1 1.0
8 s8 2 2 0.22958745868 0.22958745868 0.22958745868 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0 1 1 1.0
8 s8 3 3 0.443752158343 0.443752158343 0.443752158343 3 2 0 3 0 0.280584032317 3 1 0.479060901576 2 1 0 2 0 0 1 1 0.240355066106
8 s8 4 4 0.270114529878 0.270114529878 0.270114529878 3 2 0.454105113921 3 0 0 3 1 0 2 1 0 2 0 0 1 1 0.545894886079
9 s9 0 0 0.127376208936 0.127376208936 0.127376208936 3 2 0 3 0 0 3 1 0 2 1 0.34217622307 2 0 0 1 1 0.65782377693
9 s9 1 1 0.0 0.0 0.0 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0 1 1 1.0
9 s9 2 2 0.100449028605 0.100449028605 0.100449028605 3 2 0 3 0 0 3 1 0 2 1 0 2 0 0 1 1 1.0
9 s9 3 3 0.534164094183 0.534164094183 0.534164094183 3 2 0 3 0 0.117782902546 3 1 0.585629287025 2 1 0 2 0 0 1 1 0.296587810429
9 s9 4 4 0.311762985046 0.311762985046 0.311762985046 3 2 0.585629287025 3 0 0 3 1 0 2 1 0 2 0 0 1 1 0.414370712975
